"","analysis_type","analysis_var","analysis_var_value","group_var","group_var_value","stat","stat_low","stat_upp","n","n_total","n_w","n_w_total","analysis_key"
"148.62","prop_select_one","edu_attending_level123_and_level1_age_d",NA,"edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","lower secondary – 12 to 14 years old %/% SY0704-Jisr-Ash-Shugur %/% Girls",NA,NA,NA,66,NA,NA,NA,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% NA @/@ edu_school_cycle_d %/% lower secondary – 12 to 14 years old -/- Q1_9_district %/% SY0704-Jisr-Ash-Shugur -/- child_gender_d %/% Girls"
"148.63","prop_select_one","edu_attending_level123_and_level1_age_d",NA,"edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","lower secondary – 12 to 14 years old %/% SY0705-Ariha %/% Boys",NA,NA,NA,58,NA,NA,NA,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% NA @/@ edu_school_cycle_d %/% lower secondary – 12 to 14 years old -/- Q1_9_district %/% SY0705-Ariha -/- child_gender_d %/% Boys"
"148.64","prop_select_one","edu_attending_level123_and_level1_age_d",NA,"edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","lower secondary – 12 to 14 years old %/% SY0705-Ariha %/% Girls",NA,NA,NA,45,NA,NA,NA,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% NA @/@ edu_school_cycle_d %/% lower secondary – 12 to 14 years old -/- Q1_9_district %/% SY0705-Ariha -/- child_gender_d %/% Girls"
"148.65","prop_select_one","edu_attending_level123_and_level1_age_d",NA,"edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","lower secondary – 12 to 14 years old %/% SY0800-Al-Hasakeh %/% Boys",NA,NA,NA,163,NA,NA,NA,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% NA @/@ edu_school_cycle_d %/% lower secondary – 12 to 14 years old -/- Q1_9_district %/% SY0800-Al-Hasakeh -/- child_gender_d %/% Boys"
"148.66","prop_select_one","edu_attending_level123_and_level1_age_d",NA,"edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","lower secondary – 12 to 14 years old %/% SY0800-Al-Hasakeh %/% Girls",NA,NA,NA,157,NA,NA,NA,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% NA @/@ edu_school_cycle_d %/% lower secondary – 12 to 14 years old -/- Q1_9_district %/% SY0800-Al-Hasakeh -/- child_gender_d %/% Girls"
"148.67","prop_select_one","edu_attending_level123_and_level1_age_d",NA,"edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","lower secondary – 12 to 14 years old %/% SY0802-Quamishli %/% Boys",NA,NA,NA,66,NA,NA,NA,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% NA @/@ edu_school_cycle_d %/% lower secondary – 12 to 14 years old -/- Q1_9_district %/% SY0802-Quamishli -/- child_gender_d %/% Boys"
"148.68","prop_select_one","edu_attending_level123_and_level1_age_d",NA,"edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","lower secondary – 12 to 14 years old %/% SY0802-Quamishli %/% Girls",NA,NA,NA,60,NA,NA,NA,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% NA @/@ edu_school_cycle_d %/% lower secondary – 12 to 14 years old -/- Q1_9_district %/% SY0802-Quamishli -/- child_gender_d %/% Girls"
"148.69","prop_select_one","edu_attending_level123_and_level1_age_d",NA,"edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","lower secondary – 12 to 14 years old %/% SY0803-Al-Malikeyyeh %/% Boys",NA,NA,NA,53,NA,NA,NA,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% NA @/@ edu_school_cycle_d %/% lower secondary – 12 to 14 years old -/- Q1_9_district %/% SY0803-Al-Malikeyyeh -/- child_gender_d %/% Boys"
"148.70","prop_select_one","edu_attending_level123_and_level1_age_d",NA,"edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","lower secondary – 12 to 14 years old %/% SY0803-Al-Malikeyyeh %/% Girls",NA,NA,NA,55,NA,NA,NA,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% NA @/@ edu_school_cycle_d %/% lower secondary – 12 to 14 years old -/- Q1_9_district %/% SY0803-Al-Malikeyyeh -/- child_gender_d %/% Girls"
"148.71","prop_select_one","edu_attending_level123_and_level1_age_d",NA,"edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","lower secondary – 12 to 14 years old %/% SY0804-Ras Al Ain %/% Boys",NA,NA,NA,34,NA,NA,NA,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% NA @/@ edu_school_cycle_d %/% lower secondary – 12 to 14 years old -/- Q1_9_district %/% SY0804-Ras Al Ain -/- child_gender_d %/% Boys"
"148.72","prop_select_one","edu_attending_level123_and_level1_age_d",NA,"edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","lower secondary – 12 to 14 years old %/% SY0804-Ras Al Ain %/% Girls",NA,NA,NA,33,NA,NA,NA,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% NA @/@ edu_school_cycle_d %/% lower secondary – 12 to 14 years old -/- Q1_9_district %/% SY0804-Ras Al Ain -/- child_gender_d %/% Girls"
"148.73","prop_select_one","edu_attending_level123_and_level1_age_d",NA,"edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","lower secondary – 12 to 14 years old %/% SY0901-Deir-ez-Zor %/% Boys",NA,NA,NA,95,NA,NA,NA,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% NA @/@ edu_school_cycle_d %/% lower secondary – 12 to 14 years old -/- Q1_9_district %/% SY0901-Deir-ez-Zor -/- child_gender_d %/% Boys"
"148.74","prop_select_one","edu_attending_level123_and_level1_age_d",NA,"edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","lower secondary – 12 to 14 years old %/% SY0901-Deir-ez-Zor %/% Girls",NA,NA,NA,109,NA,NA,NA,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% NA @/@ edu_school_cycle_d %/% lower secondary – 12 to 14 years old -/- Q1_9_district %/% SY0901-Deir-ez-Zor -/- child_gender_d %/% Girls"
"148.75","prop_select_one","edu_attending_level123_and_level1_age_d",NA,"edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","lower secondary – 12 to 14 years old %/% SY0902-Abu Kamal %/% Boys",NA,NA,NA,46,NA,NA,NA,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% NA @/@ edu_school_cycle_d %/% lower secondary – 12 to 14 years old -/- Q1_9_district %/% SY0902-Abu Kamal -/- child_gender_d %/% Boys"
"148.76","prop_select_one","edu_attending_level123_and_level1_age_d",NA,"edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","lower secondary – 12 to 14 years old %/% SY0902-Abu Kamal %/% Girls",NA,NA,NA,48,NA,NA,NA,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% NA @/@ edu_school_cycle_d %/% lower secondary – 12 to 14 years old -/- Q1_9_district %/% SY0902-Abu Kamal -/- child_gender_d %/% Girls"
"148.77","prop_select_one","edu_attending_level123_and_level1_age_d",NA,"edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","lower secondary – 12 to 14 years old %/% SY0903-Al Mayadin %/% Boys",NA,NA,NA,27,NA,NA,NA,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% NA @/@ edu_school_cycle_d %/% lower secondary – 12 to 14 years old -/- Q1_9_district %/% SY0903-Al Mayadin -/- child_gender_d %/% Boys"
"148.78","prop_select_one","edu_attending_level123_and_level1_age_d",NA,"edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","lower secondary – 12 to 14 years old %/% SY0903-Al Mayadin %/% Girls",NA,NA,NA,26,NA,NA,NA,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% NA @/@ edu_school_cycle_d %/% lower secondary – 12 to 14 years old -/- Q1_9_district %/% SY0903-Al Mayadin -/- child_gender_d %/% Girls"
"148.79","prop_select_one","edu_attending_level123_and_level1_age_d",NA,"edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","lower secondary – 12 to 14 years old %/% SY1101-Ar-Raqqa %/% Boys",NA,NA,NA,93,NA,NA,NA,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% NA @/@ edu_school_cycle_d %/% lower secondary – 12 to 14 years old -/- Q1_9_district %/% SY1101-Ar-Raqqa -/- child_gender_d %/% Boys"
"148.80","prop_select_one","edu_attending_level123_and_level1_age_d",NA,"edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","lower secondary – 12 to 14 years old %/% SY1101-Ar-Raqqa %/% Girls",NA,NA,NA,88,NA,NA,NA,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% NA @/@ edu_school_cycle_d %/% lower secondary – 12 to 14 years old -/- Q1_9_district %/% SY1101-Ar-Raqqa -/- child_gender_d %/% Girls"
"148.81","prop_select_one","edu_attending_level123_and_level1_age_d",NA,"edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","lower secondary – 12 to 14 years old %/% SY1102-Tell Abiad %/% Boys",NA,NA,NA,69,NA,NA,NA,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% NA @/@ edu_school_cycle_d %/% lower secondary – 12 to 14 years old -/- Q1_9_district %/% SY1102-Tell Abiad -/- child_gender_d %/% Boys"
"148.82","prop_select_one","edu_attending_level123_and_level1_age_d",NA,"edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","lower secondary – 12 to 14 years old %/% SY1102-Tell Abiad %/% Girls",NA,NA,NA,66,NA,NA,NA,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% NA @/@ edu_school_cycle_d %/% lower secondary – 12 to 14 years old -/- Q1_9_district %/% SY1102-Tell Abiad -/- child_gender_d %/% Girls"
"148.83","prop_select_one","edu_attending_level123_and_level1_age_d",NA,"edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","lower secondary – 12 to 14 years old %/% SY1103-Ath-Thawrah %/% Boys",NA,NA,NA,62,NA,NA,NA,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% NA @/@ edu_school_cycle_d %/% lower secondary – 12 to 14 years old -/- Q1_9_district %/% SY1103-Ath-Thawrah -/- child_gender_d %/% Boys"
"148.84","prop_select_one","edu_attending_level123_and_level1_age_d",NA,"edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","lower secondary – 12 to 14 years old %/% SY1103-Ath-Thawrah %/% Girls",NA,NA,NA,49,NA,NA,NA,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% NA @/@ edu_school_cycle_d %/% lower secondary – 12 to 14 years old -/- Q1_9_district %/% SY1103-Ath-Thawrah -/- child_gender_d %/% Girls"
"148.85","prop_select_one","edu_attending_level123_and_level1_age_d","0","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY0200-Jebel Saman %/% Boys",0.170875450365614,0.0766957938831756,0.265055106848052,11,90,21.5571539935669,126.15711588436,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 0 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY0200-Jebel Saman -/- child_gender_d %/% Boys"
"148.86","prop_select_one","edu_attending_level123_and_level1_age_d","1","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY0200-Jebel Saman %/% Boys",0.829124549634386,0.734944893151948,0.923304206116824,79,90,104.599961890793,126.15711588436,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 1 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY0200-Jebel Saman -/- child_gender_d %/% Boys"
"148.87","prop_select_one","edu_attending_level123_and_level1_age_d","0","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY0200-Jebel Saman %/% Girls",0.269490207885446,0.155381809638982,0.383598606131909,16,79,31.7461085608239,117.800601401883,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 0 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY0200-Jebel Saman -/- child_gender_d %/% Girls"
"148.88","prop_select_one","edu_attending_level123_and_level1_age_d","1","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY0200-Jebel Saman %/% Girls",0.730509792114554,0.616401393868091,0.844618190361018,63,79,86.0544928410589,117.800601401883,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 1 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY0200-Jebel Saman -/- child_gender_d %/% Girls"
"148.89","prop_select_one","edu_attending_level123_and_level1_age_d","0","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY0202-Al Bab %/% Boys",0.138560385062064,0.0552948577712531,0.221825912352875,16,136,14.6153208339309,105.479793718705,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 0 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY0202-Al Bab -/- child_gender_d %/% Boys"
"148.90","prop_select_one","edu_attending_level123_and_level1_age_d","1","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY0202-Al Bab %/% Boys",0.861439614937936,0.778174087647125,0.944705142228747,120,136,90.8644728847744,105.479793718705,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 1 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY0202-Al Bab -/- child_gender_d %/% Boys"
"148.91","prop_select_one","edu_attending_level123_and_level1_age_d","0","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY0202-Al Bab %/% Girls",0.0726146593859542,0.0058626305545954,0.139366688217313,8,106,6.51774313616228,89.7579523374174,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 0 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY0202-Al Bab -/- child_gender_d %/% Girls"
"148.92","prop_select_one","edu_attending_level123_and_level1_age_d","1","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY0202-Al Bab %/% Girls",0.927385340614046,0.860633311782687,0.994137369445405,98,106,83.2402092012552,89.7579523374174,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 1 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY0202-Al Bab -/- child_gender_d %/% Girls"
"148.93","prop_select_one","edu_attending_level123_and_level1_age_d","0","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY0203-Afrin %/% Boys",0.044095266659555,0.00582174095171539,0.0823687923673945,10,188,7.54118326039474,171.020243932704,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 0 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY0203-Afrin -/- child_gender_d %/% Boys"
"148.94","prop_select_one","edu_attending_level123_and_level1_age_d","1","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY0203-Afrin %/% Boys",0.955904733340445,0.917631207632605,0.994178259048285,178,188,163.47906067231,171.020243932704,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 1 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY0203-Afrin -/- child_gender_d %/% Boys"
"148.95","prop_select_one","edu_attending_level123_and_level1_age_d","0","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY0203-Afrin %/% Girls",0.10453986851193,0.036663711918487,0.172416025105374,20,178,13.911800546139,133.076507022307,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 0 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY0203-Afrin -/- child_gender_d %/% Girls"
"148.96","prop_select_one","edu_attending_level123_and_level1_age_d","1","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY0203-Afrin %/% Girls",0.89546013148807,0.827583974894626,0.963336288081513,158,178,119.164706476168,133.076507022307,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 1 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY0203-Afrin -/- child_gender_d %/% Girls"
"148.97","prop_select_one","edu_attending_level123_and_level1_age_d","0","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY0204-A'zaz %/% Boys",0.0443683559928714,-0.00130190988822727,0.0900386218739701,6,113,6.20423013132203,139.834573368435,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 0 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY0204-A'zaz -/- child_gender_d %/% Boys"
"148.98","prop_select_one","edu_attending_level123_and_level1_age_d","1","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY0204-A'zaz %/% Boys",0.955631644007129,0.90996137812603,1.00130190988823,107,113,133.630343237113,139.834573368435,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 1 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY0204-A'zaz -/- child_gender_d %/% Boys"
"148.99","prop_select_one","edu_attending_level123_and_level1_age_d","0","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY0204-A'zaz %/% Girls",0.114122214049869,0.02657046257484,0.201673965524897,8,98,12.8520726423839,112.616748188638,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 0 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY0204-A'zaz -/- child_gender_d %/% Girls"
"148.100","prop_select_one","edu_attending_level123_and_level1_age_d","1","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY0204-A'zaz %/% Girls",0.885877785950131,0.798326034475103,0.97342953742516,90,98,99.7646755462542,112.616748188638,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 1 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY0204-A'zaz -/- child_gender_d %/% Girls"
"148.101","prop_select_one","edu_attending_level123_and_level1_age_d","0","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY0205-Menbij %/% Boys",0.230302531127105,0.133690501579045,0.326914560675165,24,128,32.5772970623479,141.454359632584,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 0 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY0205-Menbij -/- child_gender_d %/% Boys"
"148.102","prop_select_one","edu_attending_level123_and_level1_age_d","1","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY0205-Menbij %/% Boys",0.769697468872895,0.673085439324835,0.866309498420955,104,128,108.877062570236,141.454359632584,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 1 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY0205-Menbij -/- child_gender_d %/% Boys"
"148.103","prop_select_one","edu_attending_level123_and_level1_age_d","0","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY0205-Menbij %/% Girls",0.170945465570892,0.0840201227147701,0.257870808427013,19,117,23.3784074245758,136.759447502752,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 0 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY0205-Menbij -/- child_gender_d %/% Girls"
"148.104","prop_select_one","edu_attending_level123_and_level1_age_d","1","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY0205-Menbij %/% Girls",0.829054534429108,0.742129191572987,0.91597987728523,98,117,113.381040078176,136.759447502752,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 1 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY0205-Menbij -/- child_gender_d %/% Girls"
"148.105","prop_select_one","edu_attending_level123_and_level1_age_d","0","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY0206-Ain Al Arab %/% Boys",0.141352585805732,0.0777626763359157,0.204942495275548,18,135,17.7691225990408,125.707800092612,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 0 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY0206-Ain Al Arab -/- child_gender_d %/% Boys"
"148.106","prop_select_one","edu_attending_level123_and_level1_age_d","1","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY0206-Ain Al Arab %/% Boys",0.858647414194268,0.795057504724452,0.922237323664084,117,135,107.938677493571,125.707800092612,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 1 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY0206-Ain Al Arab -/- child_gender_d %/% Boys"
"148.107","prop_select_one","edu_attending_level123_and_level1_age_d","0","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY0206-Ain Al Arab %/% Girls",0.168160539004854,0.0972836920763459,0.239037385933362,19,132,19.8880227757971,118.268072245077,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 0 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY0206-Ain Al Arab -/- child_gender_d %/% Girls"
"148.108","prop_select_one","edu_attending_level123_and_level1_age_d","1","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY0206-Ain Al Arab %/% Girls",0.831839460995146,0.760962614066638,0.902716307923654,113,132,98.3800494692798,118.268072245077,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 1 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY0206-Ain Al Arab -/- child_gender_d %/% Girls"
"148.109","prop_select_one","edu_attending_level123_and_level1_age_d","0","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY0208-Jarablus %/% Boys",0.237194228732603,0.134825296948783,0.339563160516423,21,83,12.7831207282583,53.8930512625127,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 0 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY0208-Jarablus -/- child_gender_d %/% Boys"
"148.110","prop_select_one","edu_attending_level123_and_level1_age_d","1","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY0208-Jarablus %/% Boys",0.762805771267397,0.660436839483577,0.865174703051217,62,83,41.1099305342544,53.8930512625127,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 1 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY0208-Jarablus -/- child_gender_d %/% Boys"
"148.111","prop_select_one","edu_attending_level123_and_level1_age_d","0","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY0208-Jarablus %/% Girls",0.182619111119764,0.0907047866515267,0.274533435588002,15,86,10.6888905542731,58.531062213216,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 0 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY0208-Jarablus -/- child_gender_d %/% Girls"
"148.112","prop_select_one","edu_attending_level123_and_level1_age_d","1","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY0208-Jarablus %/% Girls",0.817380888880236,0.725466564411998,0.909295213348473,71,86,47.8421716589428,58.531062213216,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 1 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY0208-Jarablus -/- child_gender_d %/% Girls"
"148.113","prop_select_one","edu_attending_level123_and_level1_age_d","0","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY0700-Idleb %/% Boys",0.141021029863164,0.078544622730151,0.203497436996177,24,186,48.518878435246,344.054205832457,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 0 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY0700-Idleb -/- child_gender_d %/% Boys"
"148.114","prop_select_one","edu_attending_level123_and_level1_age_d","1","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY0700-Idleb %/% Boys",0.858978970136836,0.796502563003823,0.921455377269849,162,186,295.535327397211,344.054205832457,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 1 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY0700-Idleb -/- child_gender_d %/% Boys"
"148.115","prop_select_one","edu_attending_level123_and_level1_age_d","0","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY0700-Idleb %/% Girls",0.135499582996632,0.0717054019240174,0.199293764069247,27,169,40.9751491978011,302.400555718459,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 0 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY0700-Idleb -/- child_gender_d %/% Girls"
"148.116","prop_select_one","edu_attending_level123_and_level1_age_d","1","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY0700-Idleb %/% Girls",0.864500417003368,0.800706235930753,0.928294598075983,142,169,261.425406520658,302.400555718459,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 1 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY0700-Idleb -/- child_gender_d %/% Girls"
"148.117","prop_select_one","edu_attending_level123_and_level1_age_d","0","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY0703-Harim %/% Boys",0.120644422405907,0.056725819700179,0.184563025111635,31,275,113.521207925431,940.956951523962,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 0 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY0703-Harim -/- child_gender_d %/% Boys"
"148.118","prop_select_one","edu_attending_level123_and_level1_age_d","1","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY0703-Harim %/% Boys",0.879355577594093,0.815436974888365,0.943274180299821,244,275,827.435743598531,940.956951523962,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 1 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY0703-Harim -/- child_gender_d %/% Boys"
"148.119","prop_select_one","edu_attending_level123_and_level1_age_d","0","edu_school_cycle_d %/% Q1_9_district %/% child_gender_d","primary – 6 to 11 years old %/% SY0703-Harim %/% Girls",0.10386585214626,0.0478037922311738,0.159927912061346,40,275,72.4690285957013,697.717556812158,"prop_select_one @/@ edu_attending_level123_and_level1_age_d %/% 0 @/@ edu_school_cycle_d %/% primary – 6 to 11 years old -/- Q1_9_district %/% SY0703-Harim -/- child_gender_d %/% Girls"
